id,target
1685,1
1696,1
1708,1
1714,1
1729,1
1730,0
1736,1
1738,1
1746,0
1748,0
1749,0
1751,1
1764,0
1765,1
1777,1
1778,1
1781,1
1782,0
1783,0
1785,1
1788,1
1793,0
1794,1
1795,0
1800,0
1801,1
1805,0
1806,1
1819,0
1820,1
1825,0
1829,0
1830,1
1839,0
1844,0
1846,0
1850,1
1854,1
1855,1
1858,1
1859,1
1862,1
1867,0
1868,0
1871,0
1872,1
1874,1
1879,0
1891,0
1894,0
1902,1
1904,0
1906,0
1907,0
1912,0
1923,0
1926,1
1928,0
1930,0
1931,1
1934,0
1944,1
1947,1
1964,1
1970,0
1974,0
1977,1
1984,0
1988,0
1993,0
1997,0
2002,0
2004,0
2005,1
2008,1
2011,0
2025,0
2029,0
2030,0
2032,1
2041,1
2062,0
2065,0
2066,0
2080,1
2085,0
2088,0
2090,0
2101,1
2104,1
2106,0
2107,1
2120,0
2130,0
2132,0
2135,0
2137,0
2140,0
2143,1
2147,1
2151,1
2152,0
2155,0
2156,0
2162,0
2167,0
2170,1
2180,0
2182,1
2184,0
2185,1
2187,0
2196,0
2199,0
2200,0
2201,1
2202,0
2206,1
2208,0
2218,1
2223,1
2224,0
2228,1
2232,1
2234,1
2243,1
2253,0
2270,1
2276,0
2290,1
2305,1
2310,1
2316,0
2320,1
2322,1
2326,0
2328,1
2331,1
2338,0
2343,1
2344,0
2345,1
2353,1
2355,0
2357,1
2360,1
2369,0
2380,0
2381,1
2383,1
2384,0
2393,0
2401,1
2403,1
2404,0
2411,0
2424,0
2426,0
2434,0
2436,0
2444,0
2448,0
2449,1
2461,0
2477,1
2484,1
2518,0
2522,0
2529,1
2533,0
2549,0
2551,0
2558,0
2567,1
2577,0
2578,0
2580,1
2581,0
2584,0
2586,0
2596,1
2600,0
2601,0
2613,1
2618,0
2620,1
2623,0
2630,0
2634,0
2638,1
2639,0
2646,1
2650,1
2652,1
2653,1
2665,1
2669,1
2674,0
2678,1
2681,1
2699,0
2705,1
2710,1
2712,0
2713,1
2716,1
2717,0
2735,0
2737,1
2738,0
2742,1
2745,0
2746,1
2747,0
2751,0
2754,1
2762,0
2764,1
2775,0
2776,1
2779,1
2781,0
2790,0
2791,1
2804,1
2805,1
2809,0
2810,1
2812,1
2814,0
2816,1
2818,1
2823,1
2824,1
2837,1
2840,1
2847,0
2848,1
2859,0
2868,0
2874,0
2876,0
2892,0
2894,0
2897,1
2901,0
2903,0
2906,1
2919,0
2926,0
2930,0
2940,1
2951,0
2958,1
2961,1
2962,0
2966,0
2968,1
2977,1
2978,0
2981,1
2985,0
2986,1
2989,1
2996,1
2999,0
3002,0
3008,0
3017,1
3020,1
3041,0
3063,0
3065,0
3067,0
3069,1
3076,0
3078,0
3087,1
3088,0
3096,0
3098,1
3103,0
3110,1
3113,1
3127,1
3129,0
3146,1
3148,0
3149,0
3151,0
3156,1
3164,1
3169,0
3178,1
3187,1
3194,0
3202,0
3203,0
3204,0
3206,0
3208,1
3209,0
3223,0
3228,0
3234,0
3246,0
3247,0
3250,0
3254,0
3257,1
3258,0
3261,0
3267,0
3268,0
3269,0
3272,1
3290,0
3293,0
3305,0
3306,1
3310,1
3313,0
3314,1
3315,0
3321,0
3325,0
3327,0
3330,1
3331,0
3332,0
3333,0
3343,0
3348,0
3349,1
3353,0
3354,1
3358,0
3366,1
3371,0
3375,1
3378,0
3382,1
3386,0
3399,0
3407,1
3409,1
3416,0
3420,0
3424,1
3427,0
3438,1
3442,0
3443,0
3444,1
3449,0
3453,1
3454,1
3456,1
3457,0
3458,1
3461,1
3467,0
3479,0
3488,1
3491,1
3496,1
3502,0
3507,0
3511,0
3516,1
3538,0
3539,0
3551,1
3553,0
3556,0
3559,1
3562,0
3564,1
3571,1
3574,0
3577,0
3579,0
3580,1
3586,0
3590,0
3599,0
3605,1
3612,1
3614,0
3615,0
3616,0
3620,1
3624,0
3644,0
3649,1
3651,1
3654,0
3671,0
3677,0
3678,0
3687,0
3693,0
3703,1
3707,1
3709,0
3716,1
3720,1
3728,0
3731,1
3732,0
3733,0
3734,0
3740,0
3746,0
3749,0
3755,0
3757,0
3762,0
3767,1
3769,0
3781,0
3790,0
3794,0
3799,0
3801,1
3804,0
3809,1
3811,1
3813,0
3817,0
3818,0
3843,0
3844,1
3846,0
3847,1
3865,1
3882,1
3890,1
3891,1
3909,0
3910,1
3912,0
3925,0
3930,1
3931,1
3934,0
3939,0
3941,1
3942,0
3963,1
3965,1
3971,0
3972,0
3974,0
3978,0
3981,0
3985,1
3986,1
3987,1
3991,0
3999,0
4001,0
4002,1
4004,0
4013,0
4016,0
4036,0
4037,1
4048,1
4053,1
4056,1
4059,1
4066,1
4069,0
4070,0
4071,1
4073,0
4075,0
4082,1
4102,0
4106,1
4109,0
4110,0
4115,0
4118,0
4120,0
4134,0
4136,0
4137,0
4144,0
4148,1
4151,0
4155,0
4165,1
4174,1
4186,1
4187,0
4188,1
4190,1
4192,0
4193,1
4195,0
4196,1
4207,0
4215,0
4217,0
4222,1
4229,1
4231,0
4234,1
4236,1
4249,1
4258,1
4259,1
4263,1
4267,0
4280,1
4283,1
4285,0
4287,1
4290,0
4291,0
4302,1
4315,0
4319,0
4331,0
4338,0
4339,0
4340,0
4344,0
4346,0
4360,0
4364,0
4367,0
4369,0
4370,0
4371,0
4386,1
4389,0
4390,0
4394,0
4399,0
4400,1
4404,0
4409,0
4417,0
4418,0
4419,0
4420,1
4422,1
4429,1
4431,0
4434,0
4439,1
4443,1
4446,0
4447,0
4453,0
4461,0
4462,0
4467,0
4469,0
4473,0
4474,0
4475,1
4481,1
4483,0
4484,0
4495,1
4497,1
4500,0
4501,0
4506,1
4510,0
4512,0
4513,1
4532,1
4536,1
4540,0
4545,0
4552,1
4558,0
4559,1
4560,0
4566,0
4570,1
4574,1
4581,0
4583,1
4586,1
4591,0
4603,1
4605,1
4612,1
4613,1
4615,1
4621,1
4623,0
4629,0
4633,1
4636,1
4640,1
4643,1
4645,0
4647,1
4648,0
4651,0
4652,1
4654,0
4660,0
4662,0
4663,0
4668,0
4685,0
4718,1
4721,1
4727,0
4728,1
4733,1
4741,1
4743,1
4756,1
4761,1
4763,0
4764,1
4772,0
4776,0
4780,0
4781,0
4792,0
4796,0
4801,0
4804,1
4805,0
4817,0
4818,1
4824,0
4827,1
4837,0
4838,0
4839,0
4851,1
4855,0
4861,0
4863,0
4865,0
4904,0
4907,1
4916,1
4921,0
4928,1
4930,1
4933,0
4941,0
4950,1
4956,1
4960,0
4976,0
4977,0
4987,1
4999,0
5003,0
5006,0
5011,0
5012,0
5020,0
5021,0
5023,1
5030,0
5036,1
5042,0
5048,0
5051,0
5053,0
5054,0
5058,0
5070,0
5077,1
5084,0
5086,0
5090,1
5091,1
5093,0
5100,0
5108,1
5111,1
5112,0
5123,1
5129,0
5133,0
5156,0
5158,1
5167,0
5205,0
5214,0
5215,0
5239,1
5240,0
5246,0
5250,1
5261,0
5268,0
5275,1
5277,1
5288,0
5289,1
5294,0
5303,0
5307,1
5312,0
5314,0
5327,0
5329,0
5333,1
5334,0
5340,1
5348,1
5360,1
5361,0
5363,0
5364,0
5369,0
5370,1
5374,0
5376,0
5388,0
5390,0
5393,0
5395,0
5399,0
5402,1
5405,0
5414,0
5415,0
5419,0
5421,1
5427,1
5431,0
5433,1
5434,0
5436,0
5441,0
5451,0
5453,1
5456,1
5457,1
5470,1
5478,1
5483,0
5490,1
5500,0
5508,1
5512,1
5513,1
5523,0
5530,0
5533,1
5536,0
5537,1
5543,0
5549,1
5550,1
5562,1
5571,1
5572,1
5574,1
5585,1
5591,1
5596,1
5597,1
5601,1
5606,1
5607,1
5610,1
5615,1
5616,0
5630,0
5636,0
5639,0
5640,0
5643,0
5648,1
5666,0
5667,1
5678,1
5681,1
5682,0
5696,1
5697,1
5701,0
5702,1
5708,0
5718,0
5723,0
5731,1
5738,0
5742,0
5747,1
5749,0
5750,0
5761,1
5762,0
5768,1
5770,1
5773,1
5779,1
5782,1
5787,1
5788,1
5796,0
5802,1
5806,1
5809,0
5810,0
5813,1
5820,0
5823,1
5830,1
5831,0
5839,0
5844,0
5846,0
5851,0
5852,1
5857,1
5860,0
5862,1
5865,1
5866,0
5871,0
5872,0
5878,1
5879,0
5880,0
5895,0
5910,1
5914,0
5915,0
5924,1
5926,0
5931,1
5936,0
5940,0
5941,1
5945,1
5948,0
5968,0
5969,0
5970,0
5971,0
5973,1
5977,0
5993,1
6005,0
6006,0
6011,0
6014,0
6018,1
6025,1
6028,1
6029,0
6035,1
6040,1
6042,1
6044,1
6046,1
6052,1
6054,1
6063,1
6067,1
6068,1
6079,1
6081,1
6089,0
6107,0
6117,1
6121,0
6122,0
6124,0
6129,0
6136,1
6143,1
6144,1
6149,0
6155,1
6157,0
6158,1
6161,1
6168,0
6176,1
6179,1
6180,0
6186,1
6189,0
6204,0
6214,0
6221,1
6228,1
6229,0
6235,0
6239,1
6242,1
6249,1
6250,1
6251,1
6252,0
6266,0
6270,1
6275,1
6280,1
6284,1
6285,1
6286,0
6287,0
6288,1
6290,1
6291,1
6295,1
6298,1
6307,0
6313,1
6316,1
6319,0
6321,1
6327,0
6333,1
6351,0
6352,1
6357,1
6359,1
6360,1
6364,0
6367,0
6368,0
6377,0
6378,0
6408,0
6411,1
6419,0
6424,0
6426,0
6428,0
6431,1
6432,1
6433,0
6435,1
6437,0
6439,0
6442,1
6447,0
6456,0
6457,0
6468,1
6471,1
6475,1
6476,1
6479,0
6487,1
6488,1
6496,0
6498,1
6507,0
6509,1
6521,0
6522,1
6524,1
6526,1
6533,0
6538,0
6557,1
6563,0
6574,0
6578,0
6587,1
6589,0
6590,0
6592,1
6595,1
6599,0
6600,1
6606,1
6609,0
6612,0
6615,0
6618,1
6623,0
6633,0
6641,1
6650,1
6652,0
6671,1
6673,0
6680,0
6684,1
6696,1
6704,0
6705,1
6715,0
6717,0
6718,0
6720,0
6732,0
6740,0
6750,1
6752,0
6755,1
6763,1
6778,0
6782,1
6786,1
6791,0
6798,0
6803,0
6805,0
6812,0
6816,0
6818,0
6822,0
6825,0
6826,0
6827,0
6829,0
6831,0
6840,1
6846,0
6851,0
6856,0
6865,0
6868,0
6871,0
6873,0
6886,1
6887,0
6889,0
6891,1
6899,0
6901,0
6902,1
6922,1
6923,0
6924,1
6934,0
6941,1
6942,0
6944,1
6947,0
6958,0
6964,0
6968,0
6976,0
6982,1
6989,0
6993,1
6995,1
6997,1
7000,0
7003,1
7004,0
7007,0
7011,1
7016,0
7020,1
7022,1
7028,1
7033,0
7035,1
7041,0
7042,0
7057,0
7064,0
7067,1
7072,1
7079,1
7082,1
7083,0
7084,1
7085,0
7090,1
7094,0
7096,1
7103,0
7113,0
7127,0
7133,1
7143,0
7145,1
7151,1
7153,1
7156,1
7162,1
7170,0
7172,0
7177,0
7181,1
7182,1
7207,0
7209,1
7212,0
7216,0
7217,0
7220,1
7225,1
7237,1
7238,0
7240,0
7245,0
7246,0
7249,0
7257,1
7258,1
7259,1
7262,0
7269,0
7271,0
7276,1
7279,1
7293,0
7298,0
7305,0
7308,0
7322,0
7336,0
7339,1
7341,0
7346,0
7347,1
7349,0
7363,0
7364,0
7368,0
7370,1
7375,0
7376,0
7379,0
7382,1
7384,1
7389,0
7396,0
7404,0
7406,0
7409,0
7411,1
7417,0
7422,0
7423,0
7429,0
7432,0
7435,0
7436,0
7440,0
7441,0
7445,1
7450,1
7455,1
7462,1
7464,0
7468,1
7469,1
7471,1
7472,1
7483,1
7484,1
7485,0
7486,0
7492,0
7500,1
7511,0
7516,1
7524,0
7538,1
7539,1
7541,0
7549,0
7564,0
7567,0
7574,0
7575,0
7596,0
7597,0
7599,0
7606,1
7615,0
7618,0
7620,1
7624,0
7625,0
7629,0
7636,0
7637,0
7646,0
7655,0
7660,0
7664,1
7665,1
7666,0
7673,0
7690,0
7697,1
7706,1
7709,1
7710,0
7713,1
7716,0
7726,0
7734,0
7757,0
7762,1
7777,0
7778,0
7779,1
7782,0
7786,1
7791,0
7792,1
7795,1
7798,1
7811,1
7814,1
7819,1
7820,0
7825,1
7829,1
7834,1
7836,1
7838,0
7841,1
7845,1
7846,1
7853,1
7856,1
7858,1
7866,1
7875,1
7884,0
7886,0
7890,1
7896,1
7899,0
7900,0
7901,1
7904,0
7911,0
7919,0
7921,0
7928,0
7931,1
7942,0
7946,0
7947,0
7948,1
7956,0
7961,0
7964,0
7967,0
7974,0
7975,0
7985,0
7986,0
7993,1
7997,0
8011,1
8014,0
8022,0
8041,0
8046,1
8052,1
8054,0
8063,0
8075,0
8078,0
8082,0
8086,0
8092,0
8099,0
8104,1
8107,1
8114,0
8115,0
8117,1
8123,0
8132,1
8134,1
8139,1
8145,1
8148,1
8151,1
8153,0
8157,0
8167,1
8173,0
8174,1
8185,0
8186,1
8192,0
8193,1
8194,1
8207,1
8220,1
8227,1
8229,0
8230,1
8233,1
8248,0
8255,1
8260,1
8263,1
8265,1
8269,0
8273,1
8275,0
8277,1
8281,0
8282,0
8293,0
8299,0
8302,1
8303,1
8305,1
8308,1
8313,0
8316,1
8322,0
8323,0
8328,1
8331,1
8333,1
8336,1
8338,1
8340,1
8343,1
8353,1
8357,1
8359,1
8373,0
8379,0
8381,1
8395,1
8403,1
8407,1
8413,1
8417,1
8420,1
8421,1
8424,1
8426,1
8427,1
8438,1
8439,1
8449,1
8460,0
8466,1
8467,1
8469,1
8474,0
8482,0
8485,0
8488,0
8493,0
8495,1
8501,1
8519,0
8521,0
8525,0
8527,0
8529,0
8535,0
8537,0
8563,1
8566,1
8568,0
8569,1
8583,0
8588,1
8590,1
8594,1
8600,0
8601,1
8602,0
8603,0
8604,0
8605,0
8614,0
8616,1
8626,1
8641,1
8645,1
8649,0
8652,0
8666,0
8671,0
8675,0
8678,0
8682,0
8703,1
8707,1
8713,0
8716,0
8725,0
8730,0
8731,0
8748,0
8749,1
8756,1
8764,1
8765,1
8771,1
8772,1
8796,1
8798,1
8807,0
8809,1
8811,0
8813,0
8814,1
8819,1
8821,0
8822,0
8826,1
8827,0
8828,1
8845,0
8849,1
8861,0
8867,1
8870,1
8876,0
8877,1
8882,1
8884,1
8889,0
8895,0
8897,1
8898,0
8901,1
8904,0
8909,1
8910,0
8911,0
8915,1
8917,1
8918,0
8922,1
8925,0
8928,0
8929,1
8932,1
8940,1
8943,1
8950,0
8954,1
8958,0
8960,0
8964,0
8975,0
8981,1
8982,1
8984,1
8988,1
8995,0
8997,0
9004,1
9010,1
9011,0
9017,0
9019,1
9021,1
9024,1
9032,0
9035,1
9037,1
9043,0
9048,0
9049,1
9050,0
9056,1
9063,1
9065,0
9069,1
9070,0
9073,0
9076,0
9091,1
9104,1
9111,1
9115,1
9125,1
9129,0
9133,1
9136,1
9138,0
9140,1
9152,1
9160,0
9163,0
9165,1
9167,0
9168,0
9170,1
9178,1
9188,1
9198,1
9200,0
9201,0
9202,0
9204,0
9213,0
9224,1
9227,0
9234,1
9241,1
9243,0
9245,0
9256,1
9258,1
9274,1
9279,1
9282,0
9284,1
9295,0
9299,0
9302,1
9305,1
9312,1
9316,0
9326,1
9328,0
9335,0
9349,0
9352,1
9353,0
9354,0
9357,1
9358,0
9359,0
9364,1
9366,0
9370,0
9379,1
9383,1
9389,1
9390,0
9392,0
9394,0
9398,0
9400,0
9409,0
9412,1
9413,1
9415,0
9419,0
9423,0
9424,0
9426,0
9427,1
9428,0
9433,0
9437,1
9440,1
9442,0
9443,0
9444,0
9447,0
9459,0
9462,0
9473,1
9475,1
9476,0
9477,1
9494,1
9498,0
9506,0
9512,0
9514,0
9515,0
9517,1
9518,1
9523,1
9527,1
9530,1
9532,1
9535,0
9543,0
9545,0
9549,0
9558,0
9560,0
9561,0
9578,0
9588,0
9601,0
9614,1
9621,1
9622,1
9623,1
9624,1
9626,0
9628,1
9630,1
9633,1
9647,1
9648,1
9649,1
9662,0
9677,1
9679,1
9682,0
9685,0
9693,1
9694,0
9711,0
9713,0
9720,0
9721,0
9725,0
9726,0
9727,1
9735,0
9747,0
9748,0
9781,0
9786,1
9789,1
9793,1
9798,0
9799,1
9804,0
9805,0
9811,0
9814,1
9817,0
9821,1
9825,0
9843,0
9844,0
9845,0
9847,0
9851,0
9855,1
9863,1
9867,1
9876,1
9882,0
9891,0
9893,1
9895,0
9899,0
9902,1
9903,1
9904,0
9913,0
9914,1
9917,0
9924,1
9926,0
9927,1
9928,0
9936,0
9939,0
9951,0
9954,1
9959,0
9966,0
9969,0
9970,0
9977,0
9981,1
9996,0
10002,0
10007,0
10019,1
10022,0
10033,0
10051,1
10062,0
10063,1
10065,0
10086,1
10096,1
10097,0
10103,1
10104,1
10123,0
10128,1
10133,1
10145,0
10148,1
10154,1
10155,1
10158,0
10162,0
10165,1
10166,0
10170,0
10180,1
10185,0
10188,0
10190,0
10196,0
10205,0
10211,1
10216,1
10219,1
10221,1
10225,1
10227,0
10230,0
10232,0
10233,0
10235,1
10238,0
10242,0
10257,0
10261,1
10262,0
10266,0
10267,0
10271,0
10279,0
10281,0
10282,0
10285,0
10292,0
10298,1
10309,0
10311,0
10324,1
10328,0
10343,1
10346,0
10347,0
10354,1
10363,0
10386,0
10397,0
10400,0
10403,0
10404,0
10408,0
10417,0
10425,0
10435,1
10437,1
10440,1
10453,1
10454,0
10459,0
10460,1
10463,0
10469,0
10476,1
10477,0
10491,1
10493,0
10497,0
10501,0
10504,1
10509,1
10512,1
10526,1
10532,0
10538,0
10539,0
10542,0
10547,0
10549,1
10569,0
10572,0
10579,0
10586,0
10594,1
10595,1
10597,1
10614,1
10618,0
10619,0
10624,0
10633,0
10634,0
10638,1
10639,0
10642,0
10643,0
10645,1
10646,1
10649,0
10652,0
10653,1
10654,1
10661,1
10668,1
10674,1
10683,0
10694,0
10697,1
10699,1
10701,0
10703,0
10716,0
10719,0
10725,0
10728,0
10734,0
10738,0
10740,0
10756,0
10758,0
10761,0
10762,1
10778,0
10781,1
10791,0
10792,0
10796,0
10801,0
10804,0
10806,0
10807,0
10816,0
10820,0
